"","name","year","latitude","longitude","city","region","zipCode","cuisine","price","url","stars"
"440","Walnut Tree",2019,51.84534,-2.95438,"Llanddewi Skirrid","United Kingdom","NP7 8AW","British","$$$$","https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree",1
"441","Paul Ainsworth at No.6",2019,50.541534,-4.9398518,"Padstow","United Kingdom","PL28 8AP","British","$$$$","https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6",1
"442","Simpsons",2019,52.46925,-1.9238801,"Birmingham","United Kingdom","B15 3DU","British","$$$$","https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons",1
"443","Purnell's",2019,52.48268,-1.9018,"Birmingham","United Kingdom","B3 2DH","British","$$$$","https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s",1
"444","Adam's",2019,52.47964,-1.900286,"Birmingham","United Kingdom","B2 5UG","British","$$$$","https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s",1
"445","Outlaw's Fish Kitchen",2019,50.59206,-4.832,"Port Isaac","United Kingdom","PL29 3RH","Seafood","$$$","https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen",1
"446","Carters of Moseley",2019,52.44588,-1.88384,"Birmingham","United Kingdom","B13 9EZ","British","$$$$","https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley",1
"447","Peel's",2019,52.4259,-1.70536,"Hampton in Arden","United Kingdom","B92 ODQ","British","$$$$","https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s",1
"448","John's House",2019,52.73295,-1.145851,"Mountsorrel","United Kingdom","LE12 7AR","British","$$$$","https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house",1
"449","The Whitebrook",2019,51.759697,-2.686909,"Whitebrook","United Kingdom","NP25 4TX","British","$$$$","https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook",1
"450","James Sommerin",2019,51.434387,-3.167951,"Penarth","United Kingdom","CF64 3AU","British","$$$$","https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin",1
"451","Driftwood",2019,50.1889,-4.97088,"Portscatho","United Kingdom","TR2 5EW","British","$$$","https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood",1
"452","The Cross at Kenilworth",2019,52.350315,-1.5801147,"Kenilworth","United Kingdom","CV8 2EZ","British","$$$","https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth",1
"453","Masons Arms",2019,50.99547,-3.67163,"Knowstone","United Kingdom","EX36 4RY","French","$$$","https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms",1
"454","Salt",2019,52.18963,-1.7092043,"Stratford-upon-Avon","United Kingdom","CV37 6HB","British","$$$$","https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869",1
"455","Le Champignon Sauvage",2019,51.89146,-2.07912,"Cheltenham","United Kingdom","GL50 2AQ","French","$$$","https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage",1
"456","Gidleigh Park",2019,50.67658,-3.87354,"Chagford","United Kingdom","TQ13 8HH","British","$$$$","https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park",1
"457","Hambleton Hall",2019,52.65737,-0.66812,"Upper Hambleton","United Kingdom","LE15 8TH","British","$$$","https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall",1
"458","wilks",2019,51.46737,-2.6069899,"Bristol","United Kingdom","BS6 6PG","British","$$$","https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks",1
"459","Bulrush",2019,51.46278,-2.597758,"Bristol","United Kingdom","BS6 5TZ","British","$$$","https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush",1
"460","Casamia",2019,51.447254,-2.5940728,"Bristol","United Kingdom","BS1 6FU","Creative","$$$$","https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia",1
"461","Paco Tapas",2019,51.44647,-2.59358,"Bristol","United Kingdom","BS1 6FU","Spanish","$$","https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas",1
"462","Pony & Trap",2019,51.34938,-2.5925994,"Chew Magna","United Kingdom","BS40 8TQ","British","$$$","https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap",1
"463","The Dining Room",2019,51.58376,-2.14954,"Malmesbury","United Kingdom","SN16 0RB","Asian","$$$$","https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454",1
"464","Bybrook",2019,51.49382,-2.23212,"Castle Combe","United Kingdom","SN14 7HR","British","$$$$","https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook",1
"465","Restaurant Hywel Jones by Lucknam Park",2019,51.45502,-2.25941,"Colerne","United Kingdom","SN14 8AZ","British","$$$$","https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park",1
"466","Olive Tree",2019,51.38707,-2.3627,"Bath","United Kingdom","BA1 2QF","British","$$$","https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree",1
"467","Lympstone Manor",2019,50.64069,-3.4186063,"Lympstone","United Kingdom","EX8 3NZ","British","$$$$","https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor",1
"468","The Neptune",2019,52.9511,0.50927,"Hunstanton","United Kingdom","PE36 6HZ","British","$$$$","https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune",1
"469","Elephant",2019,50.45853,-3.52438,"Torquay","United Kingdom","TQ1 2BH","British","$$$$","https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant",1
"470","Oxford Kitchen",2019,51.776733,-1.264794,"Oxford","United Kingdom","OX2 7HQ","British","$$$$","https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen",1
"471","Nut Tree",2019,51.83618,-1.1499,"Murcott","United Kingdom","OX5 2RE","British","$$$","https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree",1
"472","Morston Hall",2019,52.95473,0.98729,"Morston","United Kingdom","NR25 7AA","British","$$$","https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall",1
"473","Red Lion Freehouse",2019,51.2736,-1.8007996,"East Chisenbury","United Kingdom","SN9 6AQ","British","$$$","https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse",1
"474","Blackbird",2019,51.420887,-1.3493549,"Newbury","United Kingdom","RG20 8AQ","British","$$","https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018",1
"475","Woodspeen",2019,51.415802,-1.353532,"Newbury","United Kingdom","RG20 8BN","British","$$$","https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen",1
"476","The Coach",2019,51.571712,-0.7772678,"Marlow","United Kingdom","SL7 2LS","British","$$","https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach",1
"477","Crown",2019,51.524807,-0.7915291,"Burchett's Green","United Kingdom","SL6 6QZ","French","$$","https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549",1
"478","L'Ortolan",2019,51.40833,-0.9542898,"Shinfield","United Kingdom","RG2 9BY","French","$$$$","https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan",1
"479","Hinds Head",2019,51.51265,-0.69641,"Bray","United Kingdom","SL6 2AB","British","$$$","https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head",1
"480","Black Rat",2019,51.05796,-1.3069497,"Winchester","United Kingdom","SO23 0HX","British","$$$$","https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat",1
"481","Matt Worswick at The Latymer",2019,51.35764,-0.7086128,"Bagshot","United Kingdom","GU19 5EU","British","$$$$","https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer",1
"482","Coworth Park",2019,51.40463,-0.616715,"Ascot","United Kingdom","SL5 7SE","British","$$$$","https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park",1
"483","Tudor Room",2019,51.41759,-0.545847,"Egham","United Kingdom","TW20 9UR","British","$$$","https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room",1
"484","The Glasshouse",2019,51.4771,-0.28574,"Kew","United Kingdom","TW9 3PZ","British","$$$","https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse",1
"485","La Trompette",2019,51.49222,-0.25619,"Chiswick","United Kingdom","W4 2EU","British","$$$$","https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette",1
"486","Tim Allen's Flitch of Bacon",2019,51.86747,0.404134,"Little Dunmow","United Kingdom","CM6 3HT","British","$$$","https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon",1
"487","River Cafe",2019,51.48395,-0.22423,"Hammersmith","United Kingdom","W6 9HA","Italian","$$$$","https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe",1
"488","Kitchen W8",2019,51.49918,-0.19692,"Kensington","United Kingdom","W8 6AH","British","$$$","https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8",1
"489","Trishna",2019,51.51834,-0.153031,"Marylebone","United Kingdom","W1U 3DG","Indian","$$$","https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna",1
"490","Roganic",2019,51.518314,-0.1520875,"Marylebone","United Kingdom","W1U 3DB","British","$$$$","https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic",1
"491","Locanda Locatelli",2019,51.51514,-0.15675,"Marylebone","United Kingdom","W1H 7JZ","Italian","$$$$","https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli",1
"492","Texture",2019,51.51488,-0.15664,"Marylebone","United Kingdom","W1H 7BY","Creative","$$$$","https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture",1
"493","Portland",2019,51.519726,-0.142555,"Regent's Park","United Kingdom","W1W 6QQ","British","$$$","https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland",1
"494","Harwood Arms",2019,51.48291,-0.19651,"Fulham","United Kingdom","SW6 1QP","British","$$$","https://guide.michelin.com/gb/en/greater-london/fulham/restaurant/harwood-arms",1
"495","Pieda Terre",2019,51.519,-0.13511,"Bloomsbury","United Kingdom","W1T 2NH","Creative","$$$$","https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre",1
"496","The Ninth",2019,51.51875,-0.1350068,"Bloomsbury","United Kingdom","W1T 2NB","Mediterranean","$$$","https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth",1
"497","Kai",2019,51.50871,-0.15162,"Mayfair","United Kingdom","W1K 2QU","Chinese","$$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638",1
"498","Pollen Street Social",2019,51.5133,-0.14234,"Mayfair","United Kingdom","W1S 1NQ","Creative","$$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social",1
"499","Hakkasan Mayfair",2019,51.51037,-0.14475,"Mayfair","United Kingdom","W1J 6QB","Chinese","$$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hakkasan-mayfair",1
"500","The Square",2019,51.51069,-0.14401,"Mayfair","United Kingdom","W1J 6PU","French","$$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391",1
"501","Alyn Williams at The Westbury",2019,51.51118,-0.14303,"Mayfair","United Kingdom","W1S 2YF","British","$$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alyn-williams-at-the-westbury",1
"502","Benares",2019,51.50973,-0.14494,"Mayfair","United Kingdom","W1J 6BS","Indian","$$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/benares",1
"503","Hakkasan Hanway Place",2019,51.5171,-0.13144,"Bloomsbury","United Kingdom","W1T 1HD","Chinese","$$$$","https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/hakkasan-hanway-place",1
"504","Social Eating House",2019,51.51383,-0.13673,"Soho","United Kingdom","W1F 7NR","British","$$$$","https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house",1
"505","Galvin at Windows",2019,51.50539,-0.15039,"Mayfair","United Kingdom","W1K 1BE","British","$$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/galvin-at-windows",1
"506","Murano",2019,51.50707,-0.14722,"Mayfair","United Kingdom","W1J 5PP","Italian","$$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano",1
"507","Marcus",2019,51.50171,-0.15614,"Belgravia","United Kingdom","SW1X 7RL","British","$$$$","https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus",1
"508","Sabor",2019,51.511368,-0.1396773,"Mayfair","United Kingdom","W1B 4BR","Spanish","$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor",1
"509","Clock House",2019,51.30044,-0.49287,"Ripley","United Kingdom","GU23 6AQ","British","$$","https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house",1
"510","Yauatcha Soho",2019,51.51367,-0.1352,"Soho","United Kingdom","W1F 0DL","Chinese","$$$","https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho",1
"511","Celeste",2019,51.502422,-0.1522617,"Belgravia","United Kingdom","SW1X 7TA","French","$$$$","https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/celeste",1
"512","Amaya",2019,51.49912,-0.15731,"Belgravia","United Kingdom","SW1X 8JT","Indian","$$$$","https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/amaya",1
"513","Petrus",2019,51.49951,-0.15662,"Belgravia","United Kingdom","SW1X 8EA","French","$$$$","https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688",1
"514","Veeraswamy",2019,51.51008,-0.13809,"Mayfair","United Kingdom","W1B 4RS","Indian","$$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/veeraswamy",1
"515","Barrafina",2019,51.51375,-0.1318,"Soho","United Kingdom","W1D 3LL","Spanish","$$$","https://guide.michelin.com/gb/en/greater-london/soho/restaurant/barrafina",1
"516","Hide",2019,51.506077,-0.144289,"Mayfair","United Kingdom","W1J 7NB","British","$$$$","https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hide",1
"517","Ritz Restaurant",2019,51.50728,-0.14141,"Westminster","United Kingdom","W1J 9BR","British","$$$$","https://guide.michelin.com/gb/en/greater-london/westminster/restaurant/ritz-restaurant",1
"518","Elystan Street",2019,51.49124,-0.16724,"Chelsea","United Kingdom","SW3 3NT","British","$$$$","https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/elystan-street",1
"519","Seven Park Place",2019,51.50623,-0.13998,"Saint James's","United Kingdom","SW1A 1LS","British","$$$$","https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/seven-park-place",1
"520","Ikoyi",2019,51.509212,-0.1334389,"Saint James's","United Kingdom","SW1Y 4AH","Creative","$$","https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/ikoyi",1
"521","Aquavit",2019,51.508713,-0.1334072,"Saint James's","United Kingdom","SW1Y 4QQ","European","$$$","https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/aquavit501082",1
"522","Five Fields",2019,51.49168,-0.16124,"Chelsea","United Kingdom","SW3 2SP","British","$$$$","https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/five-fields",1
"523","Dining Room at The Goring",2019,51.49763,-0.14556,"Victoria","United Kingdom","SW1W 0JW","British","$$$$","https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/dining-room-at-the-goring",1
"524","St John",2019,51.52064,-0.10133,"Clerkenwell","United Kingdom","EC1M 4AY","British","$$$","https://guide.michelin.com/gb/en/greater-london/clerkenwell/restaurant/st-john",1
"525","Quilon",2019,51.49863,-0.13726,"Victoria","United Kingdom","SW1E 6AF","Indian","$$$","https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/quilon",1
"526","Club Gascon",2019,51.51857,-0.10031,"London","United Kingdom","EC1A 9DS","French","$$$","https://guide.michelin.com/gb/en/greater-london/london/restaurant/club-gascon",1
"527","A. Wong",2019,51.49318,-0.14128,"Victoria","United Kingdom","SW1V 1DE","Chinese","$$$","https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/a-wong",1
"528","The Clove Club",2019,51.52711,-0.07927,"Shoreditch","United Kingdom","EC1V 9LT","British","$$$$","https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/the-clove-club",1
"529","Leroy",2019,51.524086,-0.0815337,"Shoreditch","United Kingdom","EC2A 4NU","British","$$","https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/leroy",1
"530","Angler",2019,51.51894,-0.08625,"Finsbury","United Kingdom","EC2M 2AF","Seafood","$$$$","https://guide.michelin.com/gb/en/greater-london/finsbury/restaurant/angler392235",1
"531","Brat",2019,51.52427,-0.0767681,"Shoreditch","United Kingdom","E1 6JL","British","$$","https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/brat",1
"532","Lyle's",2019,51.52378,-0.07704,"Shoreditch","United Kingdom","E1 6JJ","British","$$$","https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/lyle-s",1
"533","Galvin La Chapelle",2019,51.52032,-0.0781,"Spitalfields","United Kingdom","E1 6DY","French","$$$$","https://guide.michelin.com/gb/en/greater-london/spitalfields/restaurant/galvin-la-chapelle",1
"534","City Social",2019,51.51521,-0.08431,"City of London","United Kingdom","EC2N 1HQ","British","$$$$","https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/city-social",1
"535","La Dame de Pic",2019,51.510372,-0.0788981,"City of London","United Kingdom","EC3N 4AJ","French","$$$$","https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/la-dame-de-pic",1
"536","Story",2019,51.50268,-0.07774,"Bermondsey","United Kingdom","SE1 2JX","British","$$$$","https://guide.michelin.com/gb/en/greater-london/bermondsey/restaurant/story",1
"537","Trinity",2019,51.46336,-0.14148,"Clapham Common","United Kingdom","SW4 0JG","British","$$$","https://guide.michelin.com/gb/en/greater-london/clapham-common/restaurant/trinity",1
"538","Chez Bruce",2019,51.44607,-0.16553,"Wandsworth","United Kingdom","SW17 7EG","French","$$$","https://guide.michelin.com/gb/en/greater-london/wandsworth/restaurant/chez-bruce",1
"539","Sorrel",2019,51.228825,-0.3346741,"Dorking","United Kingdom","RH4 2JU","British","$$$$","https://guide.michelin.com/gb/en/surrey/dorking/restaurant/sorrel545459",1
"540","Restaurant Tristan",2019,51.062347,-0.326034,"Horsham","United Kingdom","RH12 1HU","British","$$$$","https://guide.michelin.com/gb/en/west-sussex/horsham/restaurant/restaurant-tristan",1
"541","Gravetye Manor",2019,51.08932,-0.05691,"Gravetye","United Kingdom","RH19 4LJ","British","$$$$","https://guide.michelin.com/gb/en/west-sussex/gravetye/restaurant/gravetye-manor",1
"542","The Sportsman",2019,51.34392,0.95885,"Seasalter","United Kingdom","CT5 4BP","British","$$$","https://guide.michelin.com/gb/en/kent/seasalter/restaurant/the-sportsman",1
"543","West House",2019,51.11521,0.64215,"Biddenden","United Kingdom","TN27 8AH","British","$$$$","https://guide.michelin.com/gb/en/kent/biddenden/restaurant/west-house",1
"544","Fordwich Arms",2019,51.295284,1.1261871,"Fordwich","United Kingdom","CT2 0DB","British","$$","https://guide.michelin.com/gb/en/kent/fordwich/restaurant/fordwich-arms",1
"545","Samphire",2019,49.18488,-2.1057,"Saint Helier","United Kingdom","JE2 4TQ","British","$$$$","https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/samphire392987",1
"546","Bohemia",2019,49.181225,-2.102417,"Saint Helier","United Kingdom","JE2 4UH","British","$$","https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/bohemia",1
"547","SENNS.Restaurant",2019,47.83636,13.06389,"Salzburg","Austria","5020","Creative","$$$$$","https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/senns-restaurant",2
"548","Ikarus",2019,47.79536,13.00695,"Salzburg","Austria","5020","Creative","$$$$$","https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/ikarus",2
"549","Mraz & Sohn",2019,48.23129,16.37637,"Wien","Austria","1200","Creative","$$$$$","https://guide.michelin.com/at/en/vienna/wien/restaurant/mraz-sohn",2
"550","Konstantin Filippou",2019,48.21056,16.37996,"Wien","Austria","1010","European","$$$$$","https://guide.michelin.com/at/en/vienna/wien/restaurant/konstantin-filippou",2
"551","Silvio Nickol Gourmet Restaurant",2019,48.20558,16.37693,"Wien","Austria","1010","European","$$$$$","https://guide.michelin.com/at/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant",2
"552","Steirereck im Stadtpark",2019,48.20229,16.3805,"Wien","Austria","1030","Creative","$$$$$","https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark",2
"553","Baume",2019,37.4285,-122.14272,"South San Francisco","California","94306","French","$$$$","https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume",2
"554","Commis",2019,37.82476,-122.25505,"San Francisco","California","94601","American","$$$$","https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis",2
"555","Californios",2019,37.75555,-122.417145,"San Francisco","California","94110","Mexican","$$$$","https://guide.michelin.com/us/en/california/san-francisco/restaurant/californios",2
"556","Lazy Bear",2019,37.760204,-122.41969,"San Francisco","California","94110","American","$$$$","https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear",2
"557","Saison",2019,37.76327,-122.41543,"San Francisco","California","94107","American","$$$$","https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison",2
"558","Campton Place",2019,37.78923,-122.40665,"San Francisco","California","94108","Indian","$$$$","https://guide.michelin.com/us/en/california/san-francisco/restaurant/campton-place",2
"559","Coi",2019,37.79812,-122.40331,"San Francisco","California","94133","American","$$$$","https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi",2
"560","Acquerello",2019,37.79167,-122.42131,"San Francisco","California","94109","Italian","$$$$","https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello",2
"561","Urasawa",2019,34.067352,-118.40067,"Los Angeles","California","90210","Japanese","$$$$","https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/urasawa",2
"562","Sushi Ginza Onodera",2019,34.08238,-118.37654,"Los Angeles","California","N/A","Japanese","$$$$","https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850",2
"563","Somni",2019,34.070095,-118.37649,"Los Angeles","California","90048","American","$$$$","https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni",2
"564","Providence",2019,34.083523,-118.33019,"Los Angeles","California","90028","Seafood","$$$$","https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence",2
"565","n/naka",2019,34.02526,-118.41206,"Los Angeles","California","90034","Japanese","$$$$","https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka",2
"566","Vespertine",2019,34.024204,-118.38166,"Los Angeles","California","90232","American","$$$$","https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine",2
"567","Smyth",2019,41.885,-87.660736,"Chicago","Chicago","60607","American","$$$$","https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth",2
"568","Oriole",2019,41.886196,-87.64513,"Chicago","Chicago","60661","Creative","$$$$","https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole",2
"569","Acadia",2019,41.85904,-87.62562,"Chicago","Chicago","60616","American","$$$$","https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia",2
"570","KOKS",2019,62.13667,-7.022025,"Leynar","Denmark","335","Creative","$$$$","https://guide.michelin.com/dk/en/faroe-islands/leynar/restaurant/koks558780",2
"571","Henne Kirkeby Kro",2019,55.72682,8.242021,"Henne","Denmark","6854","Danish","$$$","https://guide.michelin.com/dk/en/southern-denmark/henne/restaurant/henne-kirkeby-kro",2
"572","Aoc",2019,55.68305,12.58921,"Copenhagen","Denmark","1302 K","Danish","$$$$","https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/a%E2%80%9Ao%E2%80%9Ac",2
"573","noma",2019,55.68332,12.61006,"Copenhagen","Denmark","1432 K","Creative","$$$$","https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/noma",2
"574","Kadeau Copenhagen",2019,55.67219,12.58848,"Copenhagen","Denmark","1408 K","Danish","$$$$","https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kadeau-copenhagen",2
"575","Spondi",2019,37.96525,23.742971,"Athina","Greece","116 36","French","$$$$$","https://guide.michelin.com/gr/en/attica/athina/restaurant/spondi",2
"576","Sun Tung Lok",2019,22.30099,114.17221,"Hong Kong","Hong Kong","N/A","Cantonese","$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok",2
"577","Yan Toh Heen",2019,22.293337,114.17395,"Hong Kong","Hong Kong","N/A","Cantonese","$$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yan-toh-heen",2
"578","Tin Lung Heen",2019,22.30357,114.16007,"Hong Kong","Hong Kong","N/A","Cantonese","$$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen",2
"579","Tenku RyuGin",2019,22.30331,114.16021,"Hong Kong","Hong Kong","N/A","Japanese","$$$$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tenku-ryugin",2
"580","Forum",2019,22.281616,114.1824,"Hong Kong","Hong Kong","N/A","Cantonese","$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/forum",2
"581","Sushi Saito",2019,22.286467,114.15677,"Hong Kong","Hong Kong","N/A","Japanese","$$$$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-saito",2
"582","Pierre",2019,22.282127,114.15948,"Hong Kong","Hong Kong","N/A","French","$$$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pierre",2
"583","Ying Jee Club",2019,22.284338,114.156654,"Hong Kong","Hong Kong","N/A","Cantonese","$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ying-jee-club",2
"584","Ecriture",2019,22.28315,114.1554,"Hong Kong","Hong Kong","N/A","French","$$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ecriture",2
"585","Ta Vie",2019,22.282766,114.15529,"Hong Kong","Hong Kong","N/A","Creative","$$$$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ta-vie",2
"586","Amber",2019,22.280596,114.15764,"Hong Kong","Hong Kong","N/A","French","$$$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/amber569032",2
"587","Kashiwaya",2019,22.280643,114.15674,"Hong Kong","Hong Kong","N/A","Japanese","$$$$","https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kashiwaya",2
"588","Onyx",2019,47.49712,19.05067,"Budapest","Hungary","1051","European","$$$$$","https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/onyx",2
"589","Feng Wei Ju",2019,22.18996,113.54794,"Macau","Macau","N/A","Sichuan","$","https://guide.michelin.com/mo/en/macau-region/macau/restaurant/feng-wei-ju",2
"590","Golden Flower",2019,22.18753,113.54806,"Macau","Macau","N/A","Chinese","$$","https://guide.michelin.com/mo/en/macau-region/macau/restaurant/golden-flower",2
